instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_period
6309,2011-09-25,4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0.0,85,190,275,6-11
6310,2011-09-25,4,0,9,11,0,0,0,2,0.66,0.6061,0.78,0.1343,131,230,361,6-11
6311,2011-09-25,4,0,9,12,0,0,0,2,0.66,0.6061,0.78,0.0,143,270,413,12-17
6312,2011-09-25,4,0,9,13,0,0,0,2,0.68,0.6364,0.74,0.0,122,247,369,12-17
6313,2011-09-25,4,0,9,14,0,0,0,2,0.66,0.6061,0.78,0.0,116,231,347,12-17
6314,2011-09-25,4,0,9,15,0,0,0,2,0.66,0.6061,0.78,0.0,119,234,353,12-17
6315,2011-09-25,4,0,9,16,0,0,0,1,0.7,0.6515,0.7,0.0,144,320,464,12-17
6316,2011-09-25,4,0,9,17,0,0,0,1,0.68,0.6364,0.74,0.0,145,275,420,12-17
6317,2011-09-25,4,0,9,18,0,0,0,1,0.68,0.6364,0.74,0.0,125,279,404,18-23
6318,2011-09-25,4,0,9,19,0,0,0,1,0.64,0.5758,0.83,0.1343,87,242,329,18-23
6319,2011-09-25,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,51,135,186,18-23
6320,2011-09-25,4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,24,113,137,18-23
6321,2011-09-25,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,84,104,18-23
6322,2011-09-25,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,12,67,79,18-23
6323,2011-09-26,4,0,9,0,0,1,1,2,0.62,0.5455,0.94,0.0,6,23,29,0-5
6324,2011-09-26,4,0,9,1,0,1,1,2,0.62,0.5606,0.88,0.1045,3,14,17,0-5
6325,2011-09-26,4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,4,4,8,0-5
6326,2011-09-26,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0.0,0,5,5,0-5
6327,2011-09-26,4,0,9,4,0,1,1,2,0.62,0.5455,0.94,0.0896,2,4,6,0-5
6328,2011-09-26,4,0,9,5,0,1,1,2,0.62,0.5606,0.88,0.0,0,25,25,0-5
6329,2011-09-26,4,0,9,6,0,1,1,2,0.62,0.5455,0.94,0.0896,6,107,113,6-11
6330,2011-09-26,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0.0,17,315,332,6-11
6331,2011-09-26,4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,29,326,355,6-11
6332,2011-09-26,4,0,9,9,0,1,1,2,0.64,0.5758,0.89,0.194,44,161,205,6-11
6333,2011-09-26,4,0,9,10,0,1,1,2,0.64,0.5758,0.89,0.194,37,117,154,6-11
6334,2011-09-26,4,0,9,11,0,1,1,1,0.68,0.6364,0.79,0.2239,43,116,159,6-11
6335,2011-09-26,4,0,9,12,0,1,1,2,0.68,0.6364,0.79,0.1642,48,161,209,12-17
6336,2011-09-26,4,0,9,13,0,1,1,2,0.7,0.6667,0.74,0.1642,48,139,187,12-17
6337,2011-09-26,4,0,9,14,0,1,1,1,0.7,0.6515,0.7,0.1642,44,110,154,12-17
6338,2011-09-26,4,0,9,15,0,1,1,1,0.72,0.6818,0.62,0.1343,52,157,209,12-17
6339,2011-09-26,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,74,239,313,12-17
6340,2011-09-26,4,0,9,17,0,1,1,1,0.7,0.6515,0.7,0.1343,61,509,570,12-17
6341,2011-09-26,4,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045,63,490,553,18-23
6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,36,347,383,18-23
6343,2011-09-26,4,0,9,20,0,1,1,1,0.64,0.5758,0.89,0.1343,24,227,251,18-23
6344,2011-09-26,4,0,9,21,0,1,1,1,0.64,0.5758,0.89,0.1343,18,164,182,18-23
6345,2011-09-26,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,14,122,136,18-23
6346,2011-09-26,4,0,9,23,0,1,1,1,0.62,0.5455,0.94,0.1343,11,64,75,18-23
6347,2011-09-27,4,0,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,9,28,37,0-5
6348,2011-09-27,4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642,4,6,10,0-5
6349,2011-09-27,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,7,4,11,0-5
6350,2011-09-27,4,0,9,3,0,2,1,2,0.62,0.5455,0.94,0.0,5,5,10,0-5
6351,2011-09-27,4,0,9,4,0,2,1,3,0.62,0.5455,0.94,0.0896,5,3,8,0-5
6352,2011-09-27,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24,0-5
6353,2011-09-27,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045,8,116,124,6-11
6354,2011-09-27,4,0,9,7,0,2,1,2,0.62,0.5455,0.94,0.1045,15,234,249,6-11
6355,2011-09-27,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,27,400,427,6-11
6356,2011-09-27,4,0,9,9,0,2,1,3,0.64,0.5758,0.89,0.194,20,173,193,6-11
6357,2011-09-27,4,0,9,10,0,2,1,3,0.64,0.5606,0.94,0.1642,21,101,122,6-11
6358,2011-09-27,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045,26,97,123,6-11
6359,2011-09-27,4,0,9,12,0,2,1,2,0.66,0.5909,0.89,0.1343,33,129,162,12-17
6360,2011-09-27,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239,29,122,151,12-17
6361,2011-09-27,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,29,123,152,12-17
6362,2011-09-27,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,35,170,205,12-17
6363,2011-09-27,4,0,9,16,0,2,1,2,0.66,0.6061,0.83,0.194,33,225,258,12-17
6364,2011-09-27,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,50,480,530,12-17
6365,2011-09-27,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,31,325,356,18-23
6366,2011-09-27,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,26,294,320,18-23
6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,17,221,238,18-23
6368,2011-09-27,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0.0,17,179,196,18-23
6369,2011-09-27,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121,18-23
6370,2011-09-27,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93,18-23
6371,2011-09-28,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,7,29,36,0-5
6372,2011-09-28,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0.0,1,13,14,0-5
6373,2011-09-28,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,0,9,9,0-5
6374,2011-09-28,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3,0-5
6375,2011-09-28,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,1,3,4,0-5
6376,2011-09-28,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0.0,2,20,22,0-5
6377,2011-09-28,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,3,111,114,6-11
6378,2011-09-28,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,8,177,185,6-11
6379,2011-09-28,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287,6-11
6380,2011-09-28,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,14,141,155,6-11
6381,2011-09-28,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0.0,20,109,129,6-11
6382,2011-09-28,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151,6-11
6383,2011-09-28,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0.0,25,159,184,12-17
6384,2011-09-28,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,24,138,162,12-17
6385,2011-09-28,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,25,145,170,12-17
6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181,12-17
6387,2011-09-28,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280,12-17
6388,2011-09-28,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,12-17
6389,2011-09-28,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,18-23
6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,18-23
6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,18-23
6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,18-23
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,18-23
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,18-23
6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,0-5
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,0-5
6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,0-5
6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,0-5
6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,0-5
6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,0-5
6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,6-11
6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,6-11
6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,6-11
6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,6-11
6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,6-11
6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,6-11
6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,12-17
6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,12-17
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,12-17
6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,12-17
6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,12-17
6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,12-17
6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,18-23
6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,18-23
6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,18-23
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,18-23
6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,18-23
6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,18-23
6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,0-5
6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,0-5
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,0-5
6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,0-5
6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,0-5
6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,0-5
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,6-11
6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,6-11
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,6-11
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,6-11
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,6-11
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,6-11
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,12-17
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,12-17
6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,12-17
6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,12-17
6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,12-17
6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,12-17
6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,18-23
6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,18-23
6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,18-23
6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,18-23
6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,18-23
6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,18-23
6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,0-5
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,0-5
6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,0-5
6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,0-5
6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,0-5
6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,0-5
6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,6-11
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,6-11
6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,6-11
6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,6-11
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,6-11
6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,6-11
6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,12-17
6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,12-17
6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,12-17
6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,12-17
6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,12-17
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,12-17
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,18-23
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,18-23
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,18-23
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,18-23
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,18-23
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,18-23
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,0-5
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,0-5
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,0-5
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,0-5
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,0-5
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,0-5
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,6-11
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,6-11
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,6-11
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,6-11
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,6-11
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,6-11
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,12-17
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,12-17
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,12-17
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,12-17
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,12-17
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,12-17
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,18-23
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,18-23
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,18-23
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,18-23
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,18-23
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,18-23
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,0-5
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,0-5
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,0-5
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,0-5
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,0-5
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,0-5
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,6-11
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,6-11
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,6-11
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,6-11
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,6-11
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,6-11
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,12-17
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,12-17
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,12-17
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,12-17
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,12-17
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,12-17
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,18-23
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,18-23
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,18-23
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,18-23
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,18-23
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,18-23
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,0-5
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,0-5
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,0-5
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,0-5
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,0-5
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,0-5
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,6-11
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,6-11
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,6-11
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,6-11
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,6-11
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,6-11
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,12-17
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,12-17
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,12-17
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,12-17
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,12-17
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,12-17
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,18-23
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,18-23
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,18-23
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,18-23
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,18-23
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,18-23
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,0-5
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,0-5
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,0-5
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,0-5
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,0-5
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,0-5
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,6-11
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,6-11
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,6-11
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,6-11
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,6-11
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,6-11
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,12-17
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,12-17
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,12-17
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,12-17
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,12-17
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,12-17
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,18-23
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,18-23
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,18-23
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,18-23
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,18-23
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,18-23
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,0-5
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,0-5
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,0-5
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,0-5
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,0-5
